DPU,CNNModel,reduction_network,dataflow,cluster_count,psum_access_energy,input_actuation_energy,weight_actuation_energy,input_access_energy,weight_access_energy,output_access_energy,psum_reduction_energy,dac_energy,adc_energy,total_energy
AMM,ResNet50,S_Tree,RIS,1,0.004757539723939381,1.3015360000014245e-10,0.0017172484999918316,0.00267169935385276,0.4446844816945044,0.002504880808606498,0.0008021408935231331,0.007341274010895413,0.0016901152633077951,0.46616938037877487
AMM,ResNet50,S_Tree,RIS,2,0.005695283295823666,9.349760000011663e-11,0.0010434490000011461,0.0026716993538543634,0.2228545566514965,0.002504880808606498,0.0004516952560441922,0.0036976320115050384,0.0010018466877259194,0.23992104315855492
AMM,ResNet50,S_Tree,RIS,4,0.007539392135010848,7.522880000004845e-11,0.0007037745000004643,0.0026716993538547775,0.11142727832562407,0.002504880808606498,0.0002708870067708976,0.001869379326720922,0.0006552220319365031,0.12764251356375375
AMM,ResNet50,S_Tree,RIS,8,0.012763328575862948,7.034560000003023e-11,0.0006022774999998666,0.0026716993538533802,0.05622595496622962,0.002504880808606498,0.000188289098726479,0.0009616846694402614,0.000550788039999965,0.0764689030830646
AMM,ResNet50,S_Tree,RIS,16,0.022699204251688105,6.739840000001923e-11,0.0005380319999994883,0.002671699353853495,0.02862529328651774,0.002504880808606498,0.00013951284984299337,0.0005078373408006432,0.00047946029603676354,0.05816592025474413
AMM,ResNet50,S_Tree,RIS,32,0.04404003391950666,6.652160000001596e-11,0.0005227584999993983,0.002671699353853237,0.014312646643258438,0.002504880808606498,0.00011592442146952581,0.00027448199136052506,0.00046470591003098513,0.06490713161460689
AMM,ResNet50,S_Tree,RWS,1,0.053457839881561435,4.662639999986817e-10,0.0002479950000001487,4.012069163857862,0.006976070681196152,0.027573600384936583,0.0004047279229035563,0.0073278389503595,0.0016901152633077951,4.109747352408392
AMM,ResNet50,S_Tree,RWS,2,0.05894443687637685,2.827151999994794e-10,0.00019159250000011347,2.0062722435143328,0.006976070681197653,0.027573600384936583,0.00023637370493995397,0.00368224735223719,0.0010018466877261415,2.104878411984463
AMM,ResNet50,S_Tree,RWS,4,0.0699085947357136,1.8995039999988257e-10,0.00016094100000008403,1.0031361545246664,0.006976070681197721,0.027573600384936583,0.00014765137151440577,0.0018549707109754609,0.0006552220319366647,1.1104132056308913
AMM,ResNet50,S_Tree,RWS,8,0.10979439499536504,1.6303839999999953e-10,0.0001556060000000789,0.5018057388593272,0.006976070681197635,0.027573600384936583,0.00010823786035471301,0.0009458132325753184,0.0005507880399999599,0.647910250216795
AMM,ResNet50,S_Tree,RWS,16,0.1795123187482837,1.454224000000761e-10,0.00015255350000007597,0.25114053102590794,0.00697607068119788,0.027573600384936583,8.501517420862613e-05,0.0004912344933755512,0.00047946029603677926,0.4664107844493695
AMM,ResNet50,S_Tree,RWS,32,0.3424214071234015,1.416208000000926e-10,0.00015193200000007537,0.1255702982809407,0.006976070681197627,0.027573600384936583,7.366854250854032e-05,0.00025946428153540837,0.0004647059100314128,0.5034911473461727
AMM,ResNet50,S_Tree,ROS,1,0.024287086332291628,4.662639999986817e-10,0.001602782499993414,1.6813732510276886,0.01990896650761516,0.012542581536178073,0.003337654320011504,0.0073879042201058604,0.0016901152633077951,1.7521303421734562
AMM,ResNet50,S_Tree,ROS,2,0.02678029201806137,2.827151999994794e-10,0.0009718335000020429,0.8412822022346773,0.019908966507733685,0.01254258153621214,0.0016590585276180091,0.00374231262197504,0.0010018466877261415,0.907889093916721
AMM,ResNet50,S_Tree,ROS,4,0.031664685279584194,1.8995039999988257e-10,0.000652954500000165,0.42064113388426577,0.019908966507726875,0.012542581536223122,0.0008253170213417137,0.0019150359807142347,0.0006552220319366647,0.4888058969317432
AMM,ResNet50,S_Tree,ROS,8,0.047671975039303795,1.6303839999999953e-10,0.0005604444999996203,0.2109161436622059,0.019908966507727447,0.012542581536220477,0.00039651634564376477,0.001005878502314521,0.0005507880399999599,0.2935532942964539
AMM,ResNet50,S_Tree,ROS,16,0.07819308322512625,1.454224000000761e-10,0.0004998894999992637,0.1060536485511734,0.019908966507730667,0.012542581536217467,0.00019699318819818738,0.0005512997631156248,0.00047946029603677926,0.21842592271302003
AMM,ResNet50,S_Tree,ROS,32,0.14728498007625215,1.416208000000926e-10,0.00048682149999920113,0.05302685704358253,0.019908966507728144,0.01254258153621836,9.087443571688271e-05,0.0003195295512759285,0.0004647059100314128,0.23412531670242542
AMM,ResNet50,ST_Tree_Ac,RIS,1,0.0,1.3015360000014245e-10,0.0017172484999918316,0.00267169935385276,0.4446844816945044,0.002504880808606498,0.0003325017750000069,0.007341274010895413,0.0016901152633077951,0.4609422015363123
AMM,ResNet50,ST_Tree_Ac,RIS,2,0.005695283295823666,9.349760000011663e-11,0.0010434490000011461,0.0026716993538543634,0.2228545566514965,0.002504880808606498,0.00023838181557115284,0.0036976320115050384,0.0010018466877259194,0.23970772971808188
AMM,ResNet50,ST_Tree_Ac,RIS,4,0.007539392135010848,7.522880000004845e-11,0.0007037745000004643,0.0026716993538547775,0.11142727832562407,0.002504880808606498,0.0001917113348768995,0.001869379326720922,0.0006552220319365031,0.12756333789185975
AMM,ResNet50,ST_Tree_Ac,RIS,8,0.012763328575862948,7.034560000003023e-11,0.0006022774999998666,0.0026716993538533802,0.05622595496622962,0.002504880808606498,0.00017733879810714654,0.0009616846694402614,0.000550788039999965,0.07645795278244527
