DPU,CNNModel,reduction_network,dataflow,cluster_count,propagation_latency,input_actuation_latency,weight_actuation_latency,psum_access_latency,input_access_latency,weight_access_latency,output_access_latency,psum_reduction_latency,total_latency
AMM,ResNet50,S_Tree,RIS,1,4.2598305665348145e-07,8.134600000009589e-05,1.2489079999942576,0.06105214708379269,0.040907694731778334,7.046210342800107,0.026870559874942235,0.0022788093566048144,8.42630932582454
AMM,ResNet50,S_Tree,RIS,2,2.588394134447859e-07,5.843600000004566e-05,0.7588720000006762,0.072784075615712,0.04090769473174166,3.5301903110957866,0.026870559874942235,0.001283225159216057,4.430966561317487
AMM,ResNet50,S_Tree,RIS,4,1.7457928348883088e-07,4.701800000002062e-05,0.5118360000004292,0.09583841533217717,0.0409076947317679,1.7650951555505792,0.026870559874942235,0.0007695653601445148,2.4413645834293236
AMM,ResNet50,S_Tree,RIS,8,1.4940179618819643e-07,4.396600000001393e-05,0.4380200000003554,0.16216808509892264,0.04090769473176965,0.8896327174754108,0.026870559874942235,0.0005349122122909861,1.558178084795488
AMM,ResNet50,S_Tree,RIS,16,1.334649679038835e-07,4.212400000000989e-05,0.3912960000003087,0.28744230226267364,0.040907694731766954,0.4519014984393453,0.026870559874942235,0.00039634332341758087,1.1988566560974223
AMM,ResNet50,S_Tree,RIS,32,1.29676202203555e-07,4.157600000000869e-05,0.38018800000029757,0.557625046027575,0.04090769473176559,0.22595074921957664,0.026870559874942235,0.00032933074281115457,1.2319130862731704
AMM,ResNet50,S_Tree,RWS,1,3.9758846113430023e-07,0.00029141499999954285,0.18036000000009775,0.39546820358331064,33.00789503924659,0.0652209275252144,0.18981723712108778,0.0011497952355211988,33.84020301530029
AMM,ResNet50,S_Tree,RWS,2,2.410743726867973e-07,0.00017669699999956463,0.13934000000005672,0.43843042996997184,16.5080163465927,0.06522092752526641,0.18981723712108778,0.0006715162072156532,17.341673395490673
AMM,ResNet50,S_Tree,RWS,4,1.61972803448847e-07,0.00011871900000017784,0.11704800000003444,0.5241069020189907,8.254009061098875,0.06522092752526577,0.18981723712108778,0.000419464123620419,9.15074047286068
AMM,ResNet50,S_Tree,RWS,8,1.3902464389554304e-07,0.00010189900000014095,0.11316800000003056,0.8283181566753127,4.1310733575622045,0.06522092752525636,0.18981723712108778,0.00030749392146224005,5.328007210829999
AMM,ResNet50,S_Tree,RWS,16,1.2400328618556227e-07,9.088900000011681e-05,0.11094800000002834,1.3634506784388418,2.0696055057946405,0.06522092752525623,0.18981723712108778,0.0002415203812745013,3.7993748822644156
AMM,ResNet50,S_Tree,RWS,32,1.2076161988956642e-07,8.85130000001116e-05,0.11049600000002789,2.604961256442052,1.0348036407053498,0.06522092752525738,0.18981723712108778,0.00020928563212653872,4.005596981187522
AMM,ResNet50,S_Tree,ROS,1,3.9758846113430023e-07,0.00029141499999954285,1.165659999996485,0.195157972831522,16.04622765456952,0.19068884547572618,0.09211561460434935,0.009481972500003454,17.699623872566068
AMM,ResNet50,S_Tree,ROS,2,2.410743726867973e-07,0.00017669699999956463,0.7067880000006241,0.2175651284788062,8.029787385871211,0.19068884547576406,0.0921156146043836,0.00471323445348878,9.24183514695865
AMM,ResNet50,S_Tree,ROS,4,1.61972803448847e-07,0.00011871900000017784,0.47487600000039226,0.26149296848315695,4.014894580738617,0.19068884547598206,0.09211561460440676,0.002344650628817232,5.036531540904177
AMM,ResNet50,S_Tree,ROS,8,1.3902464389554304e-07,0.00010189900000014095,0.407596000000325,0.4017348575583453,2.014120848977539,0.1906888454759718,0.09211561460440881,0.0011264668910334731,3.1074846715322675
AMM,ResNet50,S_Tree,ROS,16,1.2400328618556227e-07,9.088900000011681e-05,0.36355600000028093,0.6677100137780574,1.013733983096685,0.1906888454757727,0.09211561460443436,0.0005596397391992899,2.328455109697716
AMM,ResNet50,S_Tree,ROS,32,1.2076161988956642e-07,8.85130000001116e-05,0.3540520000002714,1.2649950915991388,0.5068678793561848,0.190688845475758,0.09211561460441718,0.0002581660105593218,2.40906623080795
AMM,ResNet50,ST_Tree_Ac,RIS,1,4.2598305665348145e-07,8.134600000009589e-05,1.2489079999942576,0.0,0.040907694731778334,7.046210342800107,0.026870559874942235,0.0005084125000004219,8.363486781884143
AMM,ResNet50,ST_Tree_Ac,RIS,2,2.588394134447859e-07,5.843600000004566e-05,0.7588720000006762,0.072784075615712,0.04090769473174166,3.5301903110957866,0.026870559874942235,0.0003644981889466927,4.430047834347218
AMM,ResNet50,ST_Tree_Ac,RIS,4,1.7457928348883088e-07,4.701800000002062e-05,0.5118360000004292,0.09583841533217717,0.0409076947317679,1.7650951555505792,0.026870559874942235,0.00029313659767100426,2.44088815466685
AMM,ResNet50,ST_Tree_Ac,RIS,8,1.4940179618819643e-07,4.396600000001393e-05,0.4380200000003554,0.16216808509892264,0.04090769473176965,0.8896327174754108,0.026870559874942235,0.0002711602417540624,1.557914332824951
AMM,ResNet50,ST_Tree_Ac,RIS,16,1.334649679038835e-07,4.212400000000989e-05,0.3912960000003087,0.28744230226267364,0.040907694731766954,0.4519014984393453,0.026870559874942235,0.0002538352417540302,1.1987141480157588
AMM,ResNet50,ST_Tree_Ac,RIS,32,1.29676202203555e-07,4.157600000000869e-05,0.38018800000029757,0.557625046027575,0.04090769473176559,0.22595074921957664,0.026870559874942235,0.00025041171094797467,1.2318341672413073
AMM,ResNet50,ST_Tree_Ac,RWS,1,3.9758846113430023e-07,0.00029141499999954285,0.18036000000009775,0.0,33.00789503924659,0.0652209275252144,0.18981723712108778,0.0002818124999999175,33.443866828981456
