DPU,reduction_network,dataflow,cluster_count,psum_access_energy,input_actuation_energy,weight_actuation_energy,input_access_energy,weight_access_energy,output_access_energy,psum_reduction_energy,dac_energy,adc_energy,total_energy
AMM,S_Tree,RIS,1,0.0009978917420769558,2.797119999999422e-11,0.0006665670000002452,0.00047140849848585593,0.059444395408812335,0.0005948060324811762,0.0002332055315103062,42.70329662216484,11.047679803399971,53.81338469980615
AMM,S_Tree,RIS,2,0.0010103947250359165,1.5539199999998038e-11,0.000339151999999787,0.00047140849848603233,0.029841384185607386,0.0005948060324811762,0.00011683848509261779,21.56262013918379,5.578485052280558,27.173479175406587
AMM,S_Tree,RIS,4,0.001083909493569831,1.002559999999973e-11,0.00018494300000010709,0.000471408498485981,0.014920692092826985,0.0005948060324811762,5.8005953719440876e-05,10.929821820389831,2.9923992280531286,13.93953481352407
AMM,S_Tree,RIS,8,0.0012452156462186218,7.684800000000449e-12,0.00010948850000003461,0.0004714084984859909,0.0076088050054212005,0.0005948060324811762,2.8942999046484817e-05,5.698482322403026,1.6990141314729672,7.407555120565332
AMM,S_Tree,RIS,40,0.004659597668984338,7.825600000000406e-12,8.581650000001187e-05,0.0004714084984860044,0.0016307358995611178,0.0005948060324811762,5.388154245713106e-06,1.4482777806003282,1.203575804885848,2.65930133824776
AMM,S_Tree,RWS,1,0.009423884978442178,1.9245759999987167e-10,9.307100000001884e-05,0.34809479594699855,0.0009970138156960553,0.005047004493428629,0.0002233887507292958,42.72839417786946,11.047679803399971,54.13995314044718
AMM,S_Tree,RWS,2,0.009433213347195006,9.796960000013332e-11,5.246449999999039e-05,0.17408963273808806,0.0009970138156961987,0.005047004493428629,0.0001118892561926554,21.558350163683738,5.578485052280109,27.326566434212417
AMM,S_Tree,RWS,4,0.009500837646696243,5.353119999998637e-11,3.478749999999519e-05,0.08704483275311475,0.0009970138156961796,0.005047004493428629,5.5511372583782326e-05,10.940261056889513,2.992399228052906,14.035340272577468
AMM,S_Tree,RWS,8,0.009643821801740133,3.1623999999993097e-11,2.6801499999997355e-05,0.04359937435623776,0.0009970138156961805,0.005047004493428629,2.765770423995613e-05,5.691091385703133,1.699014131472872,7.449447190878971
AMM,S_Tree,RWS,40,0.026118180478555755,2.4924799999995155e-11,2.8742999999996828e-05,0.009038091786280567,0.000997013815696192,0.005047004493428629,5.1334358293987595e-06,1.4642521061003226,1.2035758048860152,2.709062078021053
AMM,S_Tree,ROS,1,0.002061266218343822,1.9245759999987167e-10,0.0006615730000002158,0.10051445411110735,0.002431746107090132,0.0011527086699892777,0.0017535617637280678,43.41398082769383,11.047679803399971,54.57023594115652
AMM,S_Tree,ROS,2,0.0020823926814173763,9.796960000013332e-11,0.00033677049999979647,0.05036532014275197,0.0024317461071002625,0.0011527086699886229,0.000877030134086072,22.24393681374125,5.578485052280109,27.87966783435467
AMM,S_Tree,ROS,4,0.002202836245757217,5.353119999998637e-11,0.0001840135000001062,0.025182676455333623,0.0024317461070978218,0.0011527086699884674,0.0004369840699543925,11.62584770688018,2.992399228052906,14.649837900034749
AMM,S_Tree,ROS,8,0.0024597332311937893,3.1623999999993097e-11,0.00010870750000003386,0.012768508844640937,0.0024317461070957093,0.0011527086699889017,0.00021824219791154067,6.376678035702598,1.699014131472872,8.094831813757926
AMM,S_Tree,ROS,40,0.007823429941331297,2.4924799999995155e-11,8.567900000001174e-05,0.0027384538994941394,0.0024317461070962392,0.0011527086699888746,4.082469545404907e-05,2.1498387561006607,1.2035758048859264,3.3676874033248763
AMM,ST_Tree_Ac,RIS,1,0.0,2.797119999999422e-11,0.0006665670000002452,0.00047140849848585593,0.059444395408812335,0.0005948060324811762,6.916100875578947e-05,42.70329662216484,11.047679803399971,53.81222276354132
AMM,ST_Tree_Ac,RIS,2,0.0,1.5539199999998038e-11,0.000339151999999787,0.00047140849848603233,0.029841384185607386,0.0005948060324811762,3.458573744544017e-05,21.56262013918379,5.578485052280558,27.172386527933906
AMM,ST_Tree_Ac,RIS,4,0.0,1.002559999999973e-11,0.00018494300000010709,0.000471408498485981,0.014920692092826985,0.0005948060324811762,1.8647184146329546e-05,10.929821820389831,2.9923992280531286,13.938411545260927
AMM,ST_Tree_Ac,RIS,8,0.0,7.684800000000449e-12,0.00010948850000003461,0.0004714084984859909,0.0076088050054212005,0.0005948060324811762,1.0258673490500601e-05,5.698482322403026,1.6990141314729672,7.406291220593556
AMM,ST_Tree_Ac,RIS,40,0.0,7.825600000000406e-12,8.581650000001187e-05,0.0004714084984860044,0.0016307358995611178,0.0005948060324811762,4.059664503202258e-06,1.4482777806003282,1.203575804885848,2.6546404120890337
AMM,ST_Tree_Ac,RWS,1,0.0,1.9245759999987167e-10,9.307100000001884e-05,0.34809479594699855,0.0009970138156960553,0.005047004493428629,6.680044523394078e-05,42.72839417786946,11.047679803399971,54.13037266716325
AMM,ST_Tree_Ac,RWS,2,0.0,9.796960000013332e-11,5.246449999999039e-05,0.17408963273808806,0.0009970138156961987,0.005047004493428629,3.376217295834377e-05,21.558350163683738,5.578485052280109,27.317055093781985
AMM,ST_Tree_Ac,RWS,4,0.0,5.353119999998637e-11,3.478749999999519e-05,0.08704483275311475,0.0009970138156961796,0.005047004493428629,1.8497586511082966e-05,10.940261056889513,2.992399228052906,14.025802421144702
AMM,ST_Tree_Ac,RWS,8,0.0,3.1623999999993097e-11,2.6801499999997355e-05,0.04359937435623776,0.0009970138156961805,0.005047004493428629,1.0268601468408538e-05,5.691091385703133,1.699014131472872,7.4397859799744595
