DPU,reduction_network,dataflow,cluster_count,propagation_latency,input_actuation_latency,weight_actuation_latency,psum_access_latency,input_access_latency,weight_access_latency,output_access_latency,psum_reduction_latency,total_latency
AMM,S_Tree,RIS,1,4.743319078853517e-07,1.7482000000000023e-05,0.9605080000008779,0.012825120137567935,0.0072203878103632765,0.9736666483201356,0.006351126990127643,0.000662515714517784,1.9612517553054982
AMM,S_Tree,RIS,2,2.403511859289264e-07,9.711999999999915e-06,0.4867040000004041,0.0129734606440595,0.007220387810358774,0.48849762996064583,0.006351126990127643,0.0003319275144677324,1.0020884852712495
AMM,S_Tree,RIS,4,1.2962955903739422e-07,6.265999999999351e-06,0.26249600000017986,0.013921007380883367,0.007220387810360047,0.2442488149804444,0.006351126990127643,0.00016478964124843446,0.5344085224328028
AMM,S_Tree,RIS,8,7.51774009180087e-08,4.802999999999861e-06,0.15223200000006962,0.01598670528435122,0.007220387810359447,0.12429009096852404,0.006351126990127643,8.222442910933344e-05,0.30616741365994216
AMM,S_Tree,RIS,40,5.755738893130941e-08,4.89099999999983e-06,0.11655200000003395,0.06010529981543482,0.007220387810359294,0.026556491217244158,0.006351126990127643,1.530725637986674e-05,0.21680556164696865
AMM,S_Tree,RWS,1,4.7370375050734606e-07,0.0002398089999988477,0.06768799999998508,0.07068487505181682,3.0743233909911813,0.011365705151927653,0.035290416986286065,0.0006346271327535679,3.2602272980177
AMM,S_Tree,RWS,2,2.4064551124126235e-07,0.00012182500000018465,0.038155999999997775,0.07081091735875741,1.5378912855085392,0.011365705151929,0.035290416986286065,0.00031786720509283534,1.6939542578561135
AMM,S_Tree,RWS,4,1.304137680910574e-07,6.602100000006228e-05,0.02530000000000206,0.0717186172018128,0.7689460866612795,0.011365705151927977,0.035290416986286065,0.0001577027630221299,0.9128446801780988
AMM,S_Tree,RWS,8,7.599321537434387e-08,3.847100000000188e-05,0.01949200000000129,0.07363795999459614,0.3857973710075995,0.011365705151927245,0.035290416986286065,7.85730234089677e-05,0.5257005731570346
AMM,S_Tree,RWS,40,5.925222864930753e-08,2.9995999999985064e-05,0.020904000000001477,0.20728416596752317,0.08034720948591201,0.011365705151927606,0.035290416986286065,1.4583624515337335e-05,0.3552361364683943
AMM,S_Tree,ROS,1,4.7370375050734606e-07,0.0002398089999988477,0.9592360000008766,0.020127118234753622,1.272554491798781,0.05836809826271216,0.009977494133926425,0.009942736690471918,2.330446221825271
AMM,S_Tree,ROS,2,2.4064551124126235e-07,0.00012182500000018465,0.4873000000004047,0.02033417590100306,0.6374861206441373,0.058368098262847924,0.009977494133933076,0.004972900765742188,1.2185608553535798
