DPU,CNNModel,reduction_network,dataflow,cluster_count,psum_access_energy,input_actuation_energy,weight_actuation_energy,input_access_energy,weight_access_energy,output_access_energy,psum_reduction_energy,dac_energy,adc_energy,total_energy
AMM,ShuffleNet_V2,S_Tree,RWS,1,0.00943194756794623,1.0759200000016923e-10,0.00010346050000002882,0.34809479594684584,0.0009970138156960608,0.005047004493428629,0.0002071918385612069,0.0010445673828152488,0.00035882560000712803,0.3652848072528924
AMM,ShuffleNet_V2,S_Tree,ROS,1,0.002079619208940641,1.0759200000016923e-10,0.00036984749999966523,0.1005144541113679,0.001623669421438996,0.001152708669988523,0.0008387860799986714,0.0010526298628049221,0.00035882560000712803,0.10799054056213846
AMM,ShuffleNet_V2,S_Tree,RIS,1,0.001008407632172393,3.053439999999343e-11,0.0003728339999996534,0.00047140849848586585,0.05944439540871361,0.0005948060324811762,0.00021415767377068926,0.0010439538309005532,0.00035882560000712803,0.06350878870706547
AMM,ShuffleNet_V2,ST_Tree_Ac,RWS,1,0.0,1.0759200000016923e-10,0.00010346050000002882,0.34809479594684584,0.0009970138156960608,0.005047004493428629,7.037939249998458e-05,0.0010445673828152488,0.00035882560000712803,0.35571604723888495
AMM,ShuffleNet_V2,ST_Tree_Ac,ROS,1,0.0,1.0759200000016923e-10,0.00036984749999966523,0.1005144541113679,0.001623669421438996,0.001152708669988523,0.00026130733500023617,0.0010526298628049221,0.00035882560000712803,0.10533344260819938
AMM,ShuffleNet_V2,ST_Tree_Ac,RIS,1,0.0,3.053439999999343e-11,0.0003728339999996534,0.00047140849848586585,0.05944439540871361,0.0005948060324811762,7.241414999998341e-05,0.0010439538309005532,0.00035882560000712803,0.062358637551122365
AMM,ShuffleNet_V2,S_Tree,RWS,16,0.015612029892513202,2.7815999999994267e-11,4.851549999999146e-05,0.02193130634475227,0.0009970138156961898,0.005047004493428629,2.653891685486613e-05,7.597847587499505e-05,6.78273960006978e-05,0.04380621486293684
AMM,ShuffleNet_V2,S_Tree,ROS,16,0.004949112887973341,2.7815999999994267e-11,9.561750000002129e-05,0.006629782120161207,0.0016236694214422894,0.0011527086699888358,4.964856380796914e-05,8.40409558649873e-05,6.78273960006978e-05,0.014652407543055346
AMM,ShuffleNet_V2,S_Tree,RIS,16,0.003130835710524718,1.2927999999998838e-11,9.297200000001875e-05,0.00047140849848596657,0.003914340368255686,0.0005948060324811762,2.6027324069619528e-05,7.534739879999518e-05,6.782739600069942e-05,0.008373564741545879
AMM,ShuffleNet_V2,ST_Tree_Ac,RWS,16,0.015612029892513202,2.7815999999994267e-11,4.851549999999146e-05,0.02193130634475227,0.0009970138156961898,0.005047004493428629,1.994560088797786e-05,7.597847587499505e-05,6.78273960006978e-05,0.04379962154696995
AMM,ShuffleNet_V2,ST_Tree_Ac,ROS,16,0.0,2.7815999999994267e-11,9.561750000002129e-05,0.006629782120161207,0.0016236694214422894,0.0011527086699888358,2.7145342733471827e-05,8.40409558649873e-05,6.78273960006978e-05,0.009680791434007508
AMM,ShuffleNet_V2,ST_Tree_Ac,RIS,16,0.003130835710524718,1.2927999999998838e-11,9.297200000001875e-05,0.00047140849848596657,0.003914340368255686,0.0005948060324811762,1.8688302854288653e-05,7.534739879999518e-05,6.782739600069942e-05,0.008366225720330547
