DPU,reduction_network,dataflow,propagation_latency,input_actuation_latency,weight_actuation_latency,psum_access_latency,input_access_latency,weight_access_latency,output_access_latency,psum_reduction_latency,total_latency
AMM,S_Tree,IS,5.191017157333476e-09,1.6720000000000439e-06,0.013376000000000478,0.021493210385965644,0.0017198638992485624,0.010892471361907855,0.0001221205135561114,0.006660913091948496,0.05426625644364431
AMM,S_Tree,WS,5.191017157333476e-09,3.3440000000001695e-06,0.0007039999999999985,0.16487483117084453,0.026386218246058548,0.004397703041009944,0.0009367888134695732,0.006660913091948498,0.20396380355434823
AMM,S_Tree,OS,5.191017157333476e-09,3.3440000000001695e-06,0.013376000000000478,0.028160203513799217,0.004506699236600574,0.014271214249235794,0.00016000115632902148,0.006660913091948503,0.06713838043893075
AMM,ST_Tree_Ac,IS,5.191017157333476e-09,1.6720000000000439e-06,0.013376000000000478,0.021493210385965644,0.0017198638992485624,0.010892471361907855,0.0001221205135561114,0.0008929518269604199,0.04849829517865623
AMM,ST_Tree_Ac,WS,5.191017157333476e-09,3.3440000000001695e-06,0.0007039999999999985,0.16487483117084453,0.026386218246058548,0.004397703041009944,0.0009367888134695732,0.00089295182696042,0.19819584228936016
AMM,ST_Tree_Ac,OS,5.191017157333476e-09,3.3440000000001695e-06,0.013376000000000478,0.028160203513799217,0.004506699236600574,0.014271214249235794,0.00016000115632902148,0.0008929518269604197,0.06137041917394266
AMM,STIFT,IS,5.191017157333476e-09,1.6720000000000439e-06,0.013376000000000478,0.021493210385965644,0.0017198638992485624,0.010892471361907855,0.0001221205135561114,0.0008929518269604199,0.04849829517865623
AMM,STIFT,WS,5.191017157333476e-09,3.3440000000001695e-06,0.0007039999999999985,0.16487483117084453,0.026386218246058548,0.004397703041009944,0.0009367888134695732,0.00089295182696042,0.19819584228936016
AMM,STIFT,OS,5.191017157333476e-09,3.3440000000001695e-06,0.013376000000000478,0.028160203513799217,0.004506699236600574,0.014271214249235794,0.00016000115632902148,0.0008929518269604197,0.06137041917394266
AMM,PCA,IS,5.191017157333476e-09,1.6720000000000054e-07,0.013376000000000478,0.0,0.0017198638992485624,0.010892471361907855,0.0001221205135561114,0.0,0.026110628165730163
AMM,PCA,WS,5.191017157333476e-09,3.344000000000131e-07,0.0007039999999999985,0.0,0.026386218246058548,0.004397703041009944,0.0009367888134695732,0.0,0.03242504969155522
AMM,PCA,OS,5.191017157333476e-09,3.344000000000131e-07,0.013376000000000478,0.0,0.004506699236600574,0.014271214249235794,0.00016000115632902148,0.0,0.03231425423318303
