DPU,reduction_network,dataflow,cluster_count,psum_access_counter,input_access_counter,weight_access_counter,output_access_counter,total_access,used_mrr_counter,unused_mrr_counter
AMM,STIFT,RWS,2,0,427288312,6481309,5509729.0,439279350.0,1280533244,7703236356
AMM,STIFT,RWS,4,0,213644668,6481309,5509729.0,225635706.0,1066889600,3754985600
AMM,STIFT,RWS,8,0,108027572,6481309,5509729.0,120018610.0,961272504,1798570696
AMM,STIFT,RWS,40,0,22980504,6481309,5509729.0,34971542.0,876225436,1203102564
AMM,STIFT,ROS,1,0,853244932,20275809,5509729.0,879030470.0,1706489864,16076495736
AMM,STIFT,ROS,2,0,427288312,20275809,5509729.0,453073850.0,1706489864,7277279736
AMM,STIFT,ROS,4,0,213644668,20275809,5509729.0,239430206.0,1706489864,3115385336
AMM,STIFT,ROS,8,0,108027572,20275809,5509729.0,133813110.0,1706489864,1053353336
AMM,STIFT,ROS,40,0,22980504,20275809,5509729.0,48766042.0,1706489864,372838136
AMM,PCA,RIS,1,0,5976328,853244932,5509729.0,864730989.0,1706489864,16076495736
AMM,PCA,RIS,2,0,5976328,427879208,5509729.0,439365265.0,1281124140,7703387860
AMM,PCA,RIS,4,0,5976328,213939604,5509729.0,225425661.0,1067184536,3754613864
AMM,PCA,RIS,8,0,5976328,108681264,5509729.0,120167321.0,961926196,1805523404
AMM,PCA,RIS,40,0,5976328,23164070,5509729.0,34650127.0,876409002,1215818198
AMM,PCA,RWS,1,0,853244932,6481309,5509729.0,865235970.0,1706489864,16076495736
AMM,PCA,RWS,2,0,427288312,6481309,5509729.0,439279350.0,1280533244,7703236356
AMM,PCA,RWS,4,0,213644668,6481309,5509729.0,225635706.0,1066889600,3754985600
AMM,PCA,RWS,8,0,108027572,6481309,5509729.0,120018610.0,961272504,1798570696
AMM,PCA,RWS,40,0,22980504,6481309,5509729.0,34971542.0,876225436,1203102564
AMM,PCA,ROS,1,0,853244932,20275809,5509729.0,879030470.0,1706489864,16076495736
AMM,PCA,ROS,2,0,427288312,20275809,5509729.0,453073850.0,1706489864,7277279736
AMM,PCA,ROS,4,0,213644668,20275809,5509729.0,239430206.0,1706489864,3115385336
AMM,PCA,ROS,8,0,108027572,20275809,5509729.0,133813110.0,1706489864,1053353336
AMM,PCA,ROS,40,0,22980504,20275809,5509729.0,48766042.0,1706489864,372838136
AMM,S_Tree,WS,1,48433634,20115768,6481309,5509729.0,80540440.0,1706489864,385737336
AMM,S_Tree,OS,1,48433634,20115768,23164070,5509729.0,97223201.0,1706489864,385737336
AMM,S_Tree,IS,1,48433634,5976328,23164070,5509729.0,83083761.0,1706489864,385737336
AMM,ST_Tree_Ac,WS,1,48433634,20115768,6481309,5509729.0,80540440.0,1706489864,385737336
AMM,ST_Tree_Ac,OS,1,48433634,20115768,23164070,5509729.0,97223201.0,1706489864,385737336
AMM,ST_Tree_Ac,IS,1,48433634,5976328,23164070,5509729.0,83083761.0,1706489864,385737336
AMM,STIFT,WS,1,48433634,20115768,6481309,5509729.0,80540440.0,1706489864,385737336
AMM,STIFT,OS,1,48433634,20115768,23164070,5509729.0,97223201.0,1706489864,385737336
AMM,STIFT,IS,1,48433634,5976328,23164070,5509729.0,83083761.0,1706489864,385737336
AMM,PCA,WS,1,0,20115768,6481309,5509729.0,32106806.0,1706489864,385737336
AMM,PCA,OS,1,0,20115768,23164070,5509729.0,48789567.0,1706489864,385737336
AMM,PCA,IS,1,0,5976328,23164070,5509729.0,34650127.0,1706489864,385737336
