DPU,reduction_network,dataflow,psum_access_energy,input_actuation_energy,weight_actuation_energy,input_access_energy,weight_access_energy,output_access_energy,psum_reduction_energy,dac_energy,adc_energy,total_energy
AMM,S_Tree,IS,0.0016067552046395085,2.6751999999999085e-12,1.8391999999999637e-05,0.00010061406464099466,0.0006372224093929588,1.1114387931709443e-05,0.002344641408365872,0.5676582912000037,0.4836851712034049,1.0560622018810548
AMM,S_Tree,WS,0.022487116154181513,5.350400000000194e-12,9.679999999999986e-07,0.0033542961789471077,0.0005590493631578424,0.0001364479725337805,0.0023446414083658712,0.18061854720000542,0.48368517120331317,0.6931862374858551
AMM,S_Tree,OS,0.0025776552557974885,5.350400000000194e-12,1.8391999999999637e-05,0.00034784024668084765,0.001101494114489346,1.6942179127541757e-05,0.0023446414083658704,0.6450662399999707,0.4836851712034049,1.1351583764131872
AMM,ST_Tree_Ac,IS,0.0016067552046395085,2.6751999999999085e-12,1.8391999999999637e-05,0.00010061406464099466,0.0006372224093929588,1.1114387931709443e-05,0.002344641408365872,0.5676582912000037,0.4836851712034049,1.0560622018810548
AMM,ST_Tree_Ac,WS,0.022487116154181513,5.350400000000194e-12,9.679999999999986e-07,0.0033542961789471077,0.0005590493631578424,0.0001364479725337805,0.0023446414083658712,0.18061854720000542,0.48368517120331317,0.6931862374858551
AMM,ST_Tree_Ac,OS,0.0025776552557974885,5.350400000000194e-12,1.8391999999999637e-05,0.00034784024668084765,0.001101494114489346,1.6942179127541757e-05,0.0023446414083658704,0.6450662399999707,0.4836851712034049,1.1351583764131872
AMM,STIFT,IS,0.0016067552046395085,2.6751999999999085e-12,1.8391999999999637e-05,0.00010061406464099466,0.0006372224093929588,1.1114387931709443e-05,0.002344641408365872,0.5676582912000037,0.4836851712034049,1.0560622018810548
AMM,STIFT,WS,0.022487116154181513,5.350400000000194e-12,9.679999999999986e-07,0.0033542961789471077,0.0005590493631578424,0.0001364479725337805,0.0023446414083658712,0.18061854720000542,0.48368517120331317,0.6931862374858551
AMM,STIFT,OS,0.0025776552557974885,5.350400000000194e-12,1.8391999999999637e-05,0.00034784024668084765,0.001101494114489346,1.6942179127541757e-05,0.0023446414083658704,0.6450662399999707,0.4836851712034049,1.1351583764131872
AMM,PCA,IS,0.0,2.675200000000018e-13,1.8391999999999637e-05,0.00010061406464099466,0.0006372224093929588,1.1114387931709443e-05,0.002344641408365872,0.5676582912000037,0.005496422400000001,0.5762666978706028
AMM,PCA,WS,0.0,5.350400000000125e-13,9.679999999999986e-07,0.0033542961789471077,0.0005590493631578424,0.0001364479725337805,0.0023446414083658712,0.18061854720000542,0.005496422400000001,0.19251037252354508
AMM,PCA,OS,0.0,5.350400000000125e-13,1.8391999999999637e-05,0.00034784024668084765,0.001101494114489346,1.6942179127541757e-05,0.0023446414083658704,0.6450662399999707,0.005496422399999999,0.6543919723491693
MAM,S_Tree,IS,0.0011320320759859283,1.3887999999999787e-12,1.9095999999999446e-05,0.00010061406464099412,0.000469532301658001,1.1114387931709445e-05,0.0020148674648251485,0.43864504320002096,0.34077818880106564,0.7831704882975171
MAM,S_Tree,WS,0.015843195472075012,5.555200000000235e-12,1.3639999999999979e-06,0.006708592357894471,0.0005590493631578403,0.0001364479725337805,0.002014867464825148,0.3354344448000138,0.34077818880089494,0.7014761502369502
MAM,S_Tree,OS,0.001816075293866735,5.555200000000235e-12,1.9095999999999446e-05,0.0006956804933617084,0.0008116272422552755,1.694217912754176e-05,0.002014867464825148,0.670868889600018,0.34077818880106564,1.0170213670800752
MAM,ST_Tree_Ac,IS,0.0011320320759859283,1.3887999999999787e-12,1.9095999999999446e-05,0.00010061406464099412,0.000469532301658001,1.1114387931709445e-05,0.0020148674648251485,0.43864504320002096,0.34077818880106564,0.7831704882975171
MAM,ST_Tree_Ac,WS,0.015843195472075012,5.555200000000235e-12,1.3639999999999979e-06,0.006708592357894471,0.0005590493631578403,0.0001364479725337805,0.002014867464825148,0.3354344448000138,0.34077818880089494,0.7014761502369502
MAM,ST_Tree_Ac,OS,0.001816075293866735,5.555200000000235e-12,1.9095999999999446e-05,0.0006956804933617084,0.0008116272422552755,1.694217912754176e-05,0.002014867464825148,0.670868889600018,0.34077818880106564,1.0170213670800752
MAM,STIFT,IS,0.0011320320759859283,1.3887999999999787e-12,1.9095999999999446e-05,0.00010061406464099412,0.000469532301658001,1.1114387931709445e-05,0.0020148674648251485,0.43864504320002096,0.34077818880106564,0.7831704882975171
MAM,STIFT,WS,0.015843195472075012,5.555200000000235e-12,1.3639999999999979e-06,0.006708592357894471,0.0005590493631578403,0.0001364479725337805,0.002014867464825148,0.3354344448000138,0.34077818880089494,0.7014761502369502
MAM,STIFT,OS,0.001816075293866735,5.555200000000235e-12,1.9095999999999446e-05,0.0006956804933617084,0.0008116272422552755,1.694217912754176e-05,0.002014867464825148,0.670868889600018,0.34077818880106564,1.0170213670800752
MAM,PCA,IS,0.0,1.388799999999985e-13,1.9095999999999446e-05,0.00010061406464099412,0.000469532301658001,1.1114387931709445e-05,0.0020148674648251485,0.43864504320002096,0.005496422400000002,0.4467566898192157
MAM,PCA,WS,0.0,5.555200000000088e-13,1.3639999999999979e-06,0.006708592357894471,0.0005590493631578403,0.0001364479725337805,0.002014867464825148,0.3354344448000138,0.005496422400000001,0.35035118835898055
MAM,PCA,OS,0.0,5.555200000000088e-13,1.9095999999999446e-05,0.0006956804933617084,0.0008116272422552755,1.694217912754176e-05,0.002014867464825148,0.670868889600018,0.005496422400000003,0.6799235253801432
