,C,D,K,dataflow,compulsory_miss,l1_misses,l2_misses,l1_miss_ratio,l2_miss_ratio
512,96,576,196,IS,1526,0,0,0.0,0.0
513,608,128,196,IS,8551,0,0,0.0,0.0
514,512,128,9,IS,1027,0,0,0.0,0.0
515,320,128,196,IS,4519,0,0,0.0,0.0
516,16,16,12544,IS,13344,11760,0,0.0146484375,0.0
517,128,512,784,IS,6988,74676,0,0.0155029296875,0.0
518,832,32,25,IS,2498,0,0,0.0,0.0
519,512,128,196,IS,7207,0,0,0.0,0.0
520,672,128,49,IS,3372,0,0,0.0,0.0
521,192,16,676,IS,8491,0,0,0.0,0.0
522,416,128,784,IS,20947,0,0,0.0,0.0
523,96,128,3136,IS,19500,55860,0,0.015462239583333334,0.0
524,288,128,784,IS,14547,0,0,0.0,0.0
525,1120,192,187,IS,14620,0,0,0.0,0.0
526,1152,1,1,IS,2305,0,0,0.0,0.0
527,160,128,784,IS,8147,0,0,0.0,0.0
528,384,96,196,IS,5415,0,0,0.0,0.0
529,576,576,49284,IS,1818366,47872578,0,0.030114132442046294,0.0
530,64,128,3136,IS,13196,37044,0,0.015380859375,0.0
531,1024,1,1,IS,2049,0,0,0.0,0.0
532,672,128,196,IS,9447,0,0,0.0,0.0
533,25088,1,1,IS,50177,0,0,0.0,0.0
534,448,128,784,IS,22547,0,0,0.0,0.0
535,720,720,5041,IS,234332,7502788,0,0.030399368965333934,0.0
536,384,128,196,IS,5415,0,0,0.0,0.0
537,16,96,12544,IS,14912,60368,0,0.025065104166666668,0.0
538,1152,32,676,IS,50731,0,0,0.0,0.0
539,2592,384,1089,IS,182061,1609011,0,0.01583410918953848,0.0
540,256,64,3136,IS,50824,99960,0,0.01556396484375,0.0
541,2304,2304,2916,IS,440547,22336797,0,0.015682490819330132,0.0
542,864,128,49,IS,4332,0,0,0.0,0.0
543,1152,256,2916,IS,213066,1263798,0,0.015675681227137632,0.0
544,608,128,49,IS,3052,0,0,0.0,0.0
545,27,24,49284,IS,86295,80106,0,0.01504995986977969,0.0
546,1152,192,576,IS,42804,0,0,0.0,0.0
547,27,64,49284,IS,89376,243399,0,0.022864362109857605,0.0
548,192,64,676,IS,8534,0,0,0.0,0.0
549,928,1024,49,IS,5664,0,0,0.0,0.0
550,256,1024,196,IS,4152,0,0,0.0,0.0
551,27,32,49284,IS,86295,80106,0,0.01504995986977969,0.0
552,528,128,144,IS,5307,0,0,0.0,0.0
553,2048,192,64,IS,10260,0,0,0.0,0.0
554,192,64,196,IS,2714,0,0,0.0,0.0
555,192,96,676,IS,8577,0,0,0.0,0.0
556,512,128,144,IS,5147,0,0,0.0,0.0
557,32,192,784,IS,1845,0,0,0.0,0.0
558,256,64,676,IS,11350,0,0,0.0,0.0
559,576,576,2704,IS,100286,1360450,0,0.015597873263888888,0.0
560,1200,128,1,IS,2403,0,0,0.0,0.0
561,288,288,21025,IS,388213,4914155,0,0.028984267359341676,0.0
562,1280,320,64,IS,6432,0,0,0.0,0.0
563,64,64,196,IS,922,0,0,0.0,0.0
564,24,116,784,IS,1347,0,0,0.0,0.0
565,512,512,144,IS,5228,0,0,0.0,0.0
566,192,128,3136,IS,38412,112308,0,0.015543619791666666,0.0
567,4608,512,144,IS,46188,0,0,0.0,0.0
568,544,128,49,IS,2732,0,0,0.0,0.0
569,960,128,196,IS,13479,0,0,0.0,0.0
570,960,128,49,IS,4812,0,0,0.0,0.0
571,256,128,196,IS,3623,0,0,0.0,0.0
572,147,64,47524,IS,442826,1304269,0,0.023337098706160353,0.0
573,1024,2048,196,IS,16995,625053,0,0.01656543965242347,0.0
574,992,128,49,IS,4972,0,0,0.0,0.0
575,1728,320,225,IS,27768,0,0,0.0,0.0
576,512,2048,49,IS,3772,0,0,0.0,0.0
577,116,116,784,IS,5947,0,0,0.0,0.0
578,128,128,3136,IS,25804,74676,0,0.0155029296875,0.0
579,528,160,144,IS,5316,0,0,0.0,0.0
580,576,128,12100,IS,438879,2177889,0,0.026040339474288337,0.0
581,256,32,676,IS,11307,0,0,0.0,0.0
582,512,128,49,IS,2572,0,0,0.0,0.0
583,512,112,144,IS,5147,0,0,0.0,0.0
584,256,64,1225,IS,20122,0,0,0.0,0.0
585,2304,256,144,IS,23094,0,0,0.0,0.0
586,96,24,3136,IS,19108,0,0,0.0,0.0
587,512,1024,784,IS,27288,600936,0,0.015594482421875,0.0
588,576,192,2704,IS,98765,485875,0,0.015597873263888888,0.0
589,576,96,1089,IS,40527,0,0,0.0,0.0
590,448,128,196,IS,6311,0,0,0.0,0.0
591,864,128,576,IS,32076,0,0,0.0,0.0
592,512,160,144,IS,5156,0,0,0.0,0.0
593,256,256,676,IS,11522,0,0,0.0,0.0
594,4032,384,36,IS,16155,0,0,0.0,0.0
595,864,128,196,IS,12135,0,0,0.0,0.0
596,1008,224,100,IS,8106,0,0,0.0,0.0
597,640,128,196,IS,8999,0,0,0.0,0.0
598,24,116,3136,IS,5316,13524,0,0.014973958333333334,0.0
599,147,64,50176,IS,467411,1376704,0,0.023331207482993197,0.0
600,896,192,187,IS,11708,0,0,0.0,0.0
601,832,160,25,IS,2504,0,0,0.0,0.0
602,1728,1728,225,IS,31704,1036200,0,0.01665702160493827,0.0
603,480,480,144,IS,4899,0,0,0.0,0.0
604,800,128,49,IS,4012,0,0,0.0,0.0
605,192,32,784,IS,9649,0,0,0.0,0.0
606,512,64,144,IS,5138,0,0,0.0,0.0
607,1152,128,676,IS,50817,0,0,0.0,0.0
608,27,32,88209,IS,154419,143364,0,0.015048854929139254,0.0
609,896,128,196,IS,12583,0,0,0.0,0.0
610,1024,512,196,IS,14492,0,0,0.0,0.0
611,288,64,1225,IS,22618,0,0,0.0,0.0
612,352,128,196,IS,4967,0,0,0.0,0.0
613,1152,128,12100,IS,875487,4358049,0,0.026053916293617998,0.0
614,480,192,144,IS,4845,0,0,0.0,0.0
615,64,64,3136,IS,13000,24696,0,0.015380859375,0.0
616,192,64,1225,IS,15130,0,0,0.0,0.0
617,1152,32,2916,IS,212151,0,0,0.0,0.0
618,576,96,196,IS,8103,0,0,0.0,0.0
619,64,64,2916,IS,12142,23058,0,0.015444155092592593,0.0
620,4608,512,676,IS,203268,2377212,0,0.015898915829429653,0.0
621,96,96,196,IS,1383,0,0,0.0,0.0
622,1280,448,64,IS,6444,0,0,0.0,0.0
623,1728,384,9,IS,3465,0,0,0.0,0.0
624,704,128,49,IS,3532,0,0,0.0,0.0
625,576,64,2916,IS,106350,210450,0,0.01566206204275263,0.0
626,528,256,144,IS,5334,0,0,0.0,0.0
627,992,128,196,IS,13927,0,0,0.0,0.0
628,1120,160,187,IS,14608,0,0,0.0,0.0
629,600,64,64,IS,3008,0,0,0.0,0.0
630,4608,4608,144,IS,74673,4353615,0,0.015621609157986112,0.0
631,1200,64,961,IS,74522,0,0,0.0,0.0
632,1296,288,100,IS,10417,0,0,0.0,0.0
633,2304,512,676,IS,101892,1188348,0,0.01589546479495398,0.0
634,928,128,49,IS,4652,0,0,0.0,0.0
635,512,144,144,IS,5156,0,0,0.0,0.0
636,960,320,49,IS,4832,0,0,0.0,0.0
637,480,16,144,IS,4809,0,0,0.0,0.0
638,256,128,784,IS,12947,0,0,0.0,0.0
639,768,128,196,IS,10791,0,0,0.0,0.0
640,832,48,25,IS,2500,0,0,0.0,0.0
641,576,160,49,IS,2896,0,0,0.0,0.0
642,832,192,25,IS,2506,0,0,0.0,0.0
643,1280,192,64,IS,6420,0,0,0.0,0.0
644,800,128,64,IS,4012,0,0,0.0,0.0
645,64,80,5329,IS,22108,63460,0,0.023258643741790205,0.0
646,1024,256,196,IS,14414,0,0,0.0,0.0
647,416,128,196,IS,5863,0,0,0.0,0.0
648,288,32,21609,IS,390727,387737,0,0.01557579050138574,0.0
649,528,128,9,IS,1059,0,0,0.0,0.0
650,528,32,144,IS,5289,0,0,0.0,0.0
651,800,64,64,IS,4008,0,0,0.0,0.0
652,224,128,784,IS,11347,0,0,0.0,0.0
653,960,160,49,IS,4816,0,0,0.0,0.0
654,736,128,196,IS,10343,0,0,0.0,0.0
655,64,256,3136,IS,13784,74088,0,0.015380859375,0.0
656,832,256,25,IS,2508,0,0,0.0,0.0
657,896,128,49,IS,4492,0,0,0.0,0.0
658,1280,1,1,IS,2561,0,0,0.0,0.0
659,400,32,484,IS,12831,0,0,0.0,0.0
660,800,128,1,IS,1603,0,0,0.0,0.0
661,480,96,144,IS,4827,0,0,0.0,0.0
662,480,128,784,IS,24147,0,0,0.0,0.0
663,480,128,196,IS,6759,0,0,0.0,0.0
664,192,32,1225,IS,15053,0,0,0.0,0.0
665,24,144,3136,IS,5512,18032,0,0.014973958333333334,0.0
666,320,128,784,IS,16147,0,0,0.0,0.0
667,512,256,784,IS,25894,0,0,0.0,0.0
668,160,960,49,IS,1048,0,0,0.0,0.0
669,24,24,3136,IS,4924,0,0,0.0,0.0
670,576,128,196,IS,8103,0,0,0.0,0.0
671,704,128,196,IS,9895,0,0,0.0,0.0
672,768,128,49,IS,3852,0,0,0.0,0.0
673,896,128,187,IS,11684,0,0,0.0,0.0
674,1728,192,225,IS,27723,0,0,0.0,0.0
675,288,128,196,IS,4071,0,0,0.0,0.0
676,864,96,1089,IS,60687,0,0,0.0,0.0
677,288,64,21025,IS,381638,1133530,0,0.023399928986656097,0.0
678,464,464,49,IS,2364,0,0,0.0,0.0
679,288,48,1225,IS,22618,0,0,0.0,0.0
680,4608,4608,676,IS,234915,20800605,0,0.015898915829429653,0.0
681,576,128,49,IS,2892,0,0,0.0,0.0
682,512,32,144,IS,5129,0,0,0.0,0.0
683,232,232,784,IS,11894,0,0,0.0,0.0
684,224,128,3136,IS,44716,131124,0,0.015555245535714286,0.0
685,4608,512,25,IS,13848,0,0,0.0,0.0
686,192,48,1225,IS,15130,0,0,0.0,0.0
687,256,512,3136,IS,52784,599760,0,0.01556396484375,0.0
688,320,1280,49,IS,2040,0,0,0.0,0.0
689,160,160,49,IS,816,0,0,0.0,0.0
690,832,128,25,IS,2502,0,0,0.0,0.0
691,464,464,196,IS,6639,0,0,0.0,0.0
692,384,128,784,IS,19347,0,0,0.0,0.0
693,864,208,100,IS,6947,0,0,0.0,0.0
694,512,128,784,IS,25747,0,0,0.0,0.0
695,256,128,676,IS,11393,0,0,0.0,0.0
696,768,128,289,IS,15417,0,0,0.0,0.0
697,544,128,196,IS,7655,0,0,0.0,0.0
698,192,32,676,IS,8491,0,0,0.0,0.0
699,512,24,144,IS,5129,0,0,0.0,0.0
700,400,48,64,IS,2008,0,0,0.0,0.0
701,256,48,1225,IS,20122,0,0,0.0,0.0
702,4096,1,1,IS,8193,0,0,0.0,0.0
703,192,192,676,IS,8663,0,0,0.0,0.0
704,576,64,49284,IS,1781394,5317806,0,0.023416073379122365,0.0
705,2048,448,64,IS,10284,0,0,0.0,0.0
706,144,32,784,IS,7249,0,0,0.0,0.0
707,2048,1,1,IS,4097,0,0,0.0,0.0
708,32,16,12544,IS,25904,24304,0,0.01513671875,0.0
709,640,128,49,IS,3212,0,0,0.0,0.0
710,1440,320,100,IS,11576,0,0,0.0,0.0
711,232,232,196,IS,3326,0,0,0.0,0.0
712,27,27,49284,IS,86295,80106,0,0.01504995986977969,0.0
713,720,192,5041,IS,229820,2046100,0,0.028186922788688312,0.0
