,C,D,K,dataflow,compulsory_miss,l1_misses,l2_misses,l1_miss_ratio,l2_miss_ratio
456,384,96,196,OS,2796,0,0,0.0,0.0
457,288,288,21025,OS,392158,276465600,0,0.06007297982595029,0.0
458,4096,1,1,OS,3,0,0,0.0,0.0
459,1120,192,187,OS,2515,0,0,0.0,0.0
460,576,96,1089,OS,40596,0,0,0.0,0.0
461,896,128,49,OS,265,0,0,0.0,0.0
462,1280,192,64,OS,348,0,0,0.0,0.0
463,1296,288,100,OS,870,0,0,0.0,0.0
464,192,192,676,OS,8749,0,0,0.0,0.0
465,352,128,196,OS,2809,0,0,0.0,0.0
466,544,128,196,OS,2809,0,0,0.0,0.0
467,528,32,144,OS,1458,0,0,0.0,0.0
468,512,128,784,OS,25845,0,0,0.0,0.0
469,960,320,49,OS,289,0,0,0.0,0.0
470,232,232,784,OS,11992,0,0,0.0,0.0
471,448,128,196,OS,2809,0,0,0.0,0.0
472,512,64,144,OS,1467,0,0,0.0,0.0
473,1024,2048,196,OS,4399,169845,0,0.016497032486463975,0.0
474,1152,32,144,OS,1458,0,0,0.0,0.0
475,32,192,784,OS,1943,0,0,0.0,0.0
476,64,256,3136,IS,14372,111132,0,0.015380859375,0.0
477,24,24,3136,IS,4924,0,0,0.0,0.0
478,2048,320,64,IS,10284,0,0,0.0,0.0
479,144,24,3136,IS,28564,0,0,0.0,0.0
480,4608,4608,144,IS,88893,6177987,0,0.015621609157986112,0.0
481,1152,32,676,IS,50774,0,0,0.0,0.0
482,768,128,196,IS,10817,0,0,0.0,0.0
483,864,864,1089,IS,63276,1667316,0,0.015821886797265584,0.0
484,64,64,3136,IS,13196,37044,0,0.015380859375,0.0
485,512,128,49,IS,2580,0,0,0.0,0.0
486,1280,384,64,IS,6452,0,0,0.0,0.0
487,256,128,676,IS,11479,0,0,0.0,0.0
488,256,512,3136,IS,54020,849660,0,0.01556396484375,0.0
489,992,128,49,IS,4980,0,0,0.0,0.0
490,288,48,1225,IS,22618,0,0,0.0,0.0
491,256,64,676,IS,11393,0,0,0.0,0.0
492,608,128,49,IS,3060,0,0,0.0,0.0
493,768,192,289,IS,15493,0,0,0.0,0.0
494,512,144,144,IS,5165,0,0,0.0,0.0
495,800,128,196,IS,11265,0,0,0.0,0.0
496,864,128,576,IS,32148,0,0,0.0,0.0
497,384,128,784,IS,19445,0,0,0.0,0.0
498,448,128,784,IS,22645,0,0,0.0,0.0
499,64,64,2916,IS,12325,34587,0,0.015444155092592593,0.0
500,32,16,12544,IS,25904,24304,0,0.01513671875,0.0
501,720,720,5041,IS,236544,10685856,0,0.030668242632634617,0.0
502,864,128,196,IS,12161,0,0,0.0,0.0
503,144,32,784,IS,7298,0,0,0.0,0.0
504,32,32,784,IS,1698,0,0,0.0,0.0
505,768,128,289,IS,15455,0,0,0.0,0.0
506,800,128,64,IS,4020,0,0,0.0,0.0
507,160,960,49,IS,1084,0,0,0.0,0.0
508,576,576,2704,IS,101707,1846325,0,0.015597873263888888,0.0
509,96,576,196,IS,1687,0,0,0.0,0.0
510,576,64,49284,IS,1784475,8864037,0,0.026020874125815004,0.0
511,4608,512,25,IS,18466,0,0,0.0,0.0
512,1024,1,1,IS,2049,0,0,0.0,0.0
513,1440,320,100,IS,11597,0,0,0.0,0.0
514,16,96,12544,IS,15696,84672,0,0.0263671875,0.0
515,928,128,196,IS,13057,0,0,0.0,0.0
516,480,16,144,IS,4809,0,0,0.0,0.0
517,64,64,196,IS,935,0,0,0.0,0.0
518,2048,512,49,IS,12356,0,0,0.0,0.0
519,1728,1728,225,IS,33672,1450680,0,0.01665702160493827,0.0
520,2048,448,64,IS,10300,0,0,0.0,0.0
521,464,464,49,IS,2380,0,0,0.0,0.0
522,512,128,144,IS,5165,0,0,0.0,0.0
523,4032,384,36,IS,16167,0,0,0.0,0.0
524,192,96,676,IS,8620,0,0,0.0,0.0
525,192,32,784,IS,9698,0,0,0.0,0.0
526,27,64,49284,IS,92457,406692,0,0.025469162856550244,0.0
527,25088,1,1,IS,50177,0,0,0.0,0.0
528,192,32,1225,IS,15130,0,0,0.0,0.0
529,864,208,100,IS,6961,0,0,0.0,0.0
530,832,256,25,IS,2514,0,0,0.0,0.0
531,116,116,784,IS,5996,0,0,0.0,0.0
532,1280,448,64,IS,6460,0,0,0.0,0.0
533,960,128,196,IS,13505,0,0,0.0,0.0
534,256,1024,196,IS,4538,0,0,0.0,0.0
535,528,528,144,IS,5970,0,0,0.0,0.0
536,1344,192,187,IS,17556,0,0,0.0,0.0
537,832,160,25,IS,2508,0,0,0.0,0.0
538,2048,192,64,IS,10268,0,0,0.0,0.0
539,1440,320,9,IS,2891,0,0,0.0,0.0
540,24,116,784,IS,1396,0,0,0.0,0.0
541,1728,192,225,IS,27753,0,0,0.0,0.0
542,256,64,3136,IS,51020,149940,0,0.01556396484375,0.0
543,27,32,49284,IS,89376,243399,0,0.022864362109857605,0.0
544,736,128,196,IS,10369,0,0,0.0,0.0
545,64,128,3136,IS,13588,61740,0,0.015380859375,0.0
546,27,27,49284,IS,86295,80106,0,0.01504995986977969,0.0
547,288,64,1225,IS,22695,0,0,0.0,0.0
548,192,64,196,IS,2727,0,0,0.0,0.0
549,672,128,49,IS,3380,0,0,0.0,0.0
550,320,128,196,IS,4545,0,0,0.0,0.0
551,528,128,144,IS,5325,0,0,0.0,0.0
552,64,80,5329,IS,22442,105878,0,0.025870140582973666,0.0
553,992,128,196,IS,13953,0,0,0.0,0.0
554,576,128,49,IS,2900,0,0,0.0,0.0
555,416,128,784,IS,21045,0,0,0.0,0.0
556,256,32,676,IS,11350,0,0,0.0,0.0
557,24,144,3136,IS,5708,22540,0,0.014973958333333334,0.0
558,288,128,196,IS,4097,0,0,0.0,0.0
559,1152,1152,12100,IS,904286,65376034,0,0.030855822919687304,0.0
560,608,128,196,IS,8577,0,0,0.0,0.0
561,288,32,21609,IS,392078,1164562,0,0.023390821275600188,0.0
562,720,192,5041,IS,230452,2955548,0,0.029082436717330587,0.0
563,512,512,144,IS,5785,0,0,0.0,0.0
564,576,96,196,IS,8116,0,0,0.0,0.0
565,288,64,21025,IS,382953,1889655,0,0.026005953560576035,0.0
566,464,464,196,IS,6691,0,0,0.0,0.0
567,147,64,47524,IS,445797,2174772,0,0.02594192293532176,0.0
568,160,160,49,IS,824,0,0,0.0,0.0
569,2048,384,64,IS,10292,0,0,0.0,0.0
570,832,48,25,IS,2500,0,0,0.0,0.0
571,528,256,144,IS,5361,0,0,0.0,0.0
572,64,384,196,IS,1065,0,0,0.0,0.0
573,576,160,49,IS,2904,0,0,0.0,0.0
574,800,96,484,IS,25724,0,0,0.0,0.0
575,192,128,784,IS,9845,0,0,0.0,0.0
576,512,128,196,IS,7233,0,0,0.0,0.0
577,27,24,49284,IS,86295,80106,0,0.01504995986977969,0.0
578,224,128,784,IS,11445,0,0,0.0,0.0
579,16,16,12544,IS,13344,11760,0,0.0146484375,0.0
580,1152,1,1,IS,2305,0,0,0.0,0.0
581,160,128,784,IS,8245,0,0,0.0,0.0
582,864,128,49,IS,4340,0,0,0.0,0.0
583,480,192,144,IS,4863,0,0,0.0,0.0
584,256,256,676,IS,11651,0,0,0.0,0.0
585,512,112,144,IS,5156,0,0,0.0,0.0
586,600,64,64,IS,3012,0,0,0.0,0.0
587,640,128,196,IS,9025,0,0,0.0,0.0
588,704,128,49,IS,3540,0,0,0.0,0.0
589,400,32,484,IS,12862,0,0,0.0,0.0
590,480,64,144,IS,4827,0,0,0.0,0.0
591,768,128,49,IS,3860,0,0,0.0,0.0
592,640,128,49,IS,3220,0,0,0.0,0.0
593,128,128,784,IS,6645,0,0,0.0,0.0
594,512,1024,784,IS,28290,851326,0,0.015594482421875,0.0
595,768,160,289,IS,15474,0,0,0.0,0.0
596,1120,160,187,IS,14632,0,0,0.0,0.0
597,1200,64,961,IS,74583,0,0,0.0,0.0
598,512,2048,49,IS,4876,0,0,0.0,0.0
599,1152,256,100,IS,9279,0,0,0.0,0.0
600,1152,256,2916,IS,213615,1895697,0,0.015675681227137632,0.0
601,528,160,144,IS,5334,0,0,0.0,0.0
602,1280,1,1,IS,2561,0,0,0.0,0.0
603,192,32,676,IS,8534,0,0,0.0,0.0
604,832,128,49,IS,4180,0,0,0.0,0.0
605,832,384,25,IS,2522,0,0,0.0,0.0
606,576,576,49284,IS,1834347,65603733,0,0.030407906962349976,0.0
607,704,128,196,IS,9921,0,0,0.0,0.0
608,800,128,49,IS,4020,0,0,0.0,0.0
609,384,128,196,IS,5441,0,0,0.0,0.0
610,1008,224,100,IS,8120,0,0,0.0,0.0
611,576,192,2704,IS,99103,680225,0,0.015597873263888888,0.0
612,2304,2304,2916,IS,446877,31608675,0,0.015682490819330132,0.0
613,1152,192,576,IS,42876,0,0,0.0,0.0
614,2592,384,1089,IS,182337,2324127,0,0.01583410918953848,0.0
615,672,128,196,IS,9473,0,0,0.0,0.0
616,896,192,187,IS,11732,0,0,0.0,0.0
617,512,128,9,IS,1029,0,0,0.0,0.0
618,4608,4608,676,IS,250631,29517049,0,0.015898915829429653,0.0
619,128,512,784,IS,7361,105791,0,0.0155029296875,0.0
620,1200,128,1,IS,2405,0,0,0.0,0.0
621,256,128,3136,IS,51412,249900,0,0.01556396484375,0.0
622,256,48,1225,IS,20122,0,0,0.0,0.0
623,544,128,49,IS,2740,0,0,0.0,0.0
624,416,128,196,IS,5889,0,0,0.0,0.0
625,896,128,187,IS,11708,0,0,0.0,0.0
626,288,128,784,IS,14645,0,0,0.0,0.0
627,192,64,1225,IS,15207,0,0,0.0,0.0
628,96,96,196,IS,1396,0,0,0.0,0.0
629,4608,512,144,IS,50841,0,0,0.0,0.0
630,1728,320,225,IS,27813,0,0,0.0,0.0
631,1728,384,9,IS,3469,0,0,0.0,0.0
632,2304,512,676,IS,104411,1683493,0,0.01589546479495398,0.0
633,512,24,144,IS,5129,0,0,0.0,0.0
634,832,192,25,IS,2510,0,0,0.0,0.0
635,1152,384,48,IS,4647,0,0,0.0,0.0
636,256,64,1225,IS,20199,0,0,0.0,0.0
637,736,128,49,IS,3700,0,0,0.0,0.0
638,160,128,3136,IS,32500,155820,0,0.01552734375,0.0
639,1024,512,196,IS,15581,0,0,0.0,0.0
640,480,480,144,IS,4944,0,0,0.0,0.0
641,96,24,3136,IS,19108,0,0,0.0,0.0
642,400,48,64,IS,2008,0,0,0.0,0.0
643,320,128,784,IS,16245,0,0,0.0,0.0
644,928,128,49,IS,4660,0,0,0.0,0.0
645,800,128,1,IS,1605,0,0,0.0,0.0
646,192,48,1225,IS,15130,0,0,0.0,0.0
647,384,64,196,IS,5415,0,0,0.0,0.0
648,224,128,3136,IS,45108,218540,0,0.015555245535714286,0.0
649,512,32,144,IS,5138,0,0,0.0,0.0
650,896,128,196,IS,12609,0,0,0.0,0.0
651,147,64,50176,IS,470547,2295552,0,0.025935374149659865,0.0
652,480,96,144,IS,4836,0,0,0.0,0.0
653,232,232,196,IS,3352,0,0,0.0,0.0
654,512,160,144,IS,5174,0,0,0.0,0.0
655,480,128,784,IS,24245,0,0,0.0,0.0
656,480,128,196,IS,6785,0,0,0.0,0.0
657,192,128,3136,IS,38804,187180,0,0.015543619791666666,0.0
658,832,32,25,IS,2500,0,0,0.0,0.0
659,576,64,2916,IS,106533,315675,0,0.01566206204275263,0.0
660,528,128,9,IS,1061,0,0,0.0,0.0
661,1152,32,2916,IS,212334,421266,0,0.015675681227137632,0.0
662,192,64,676,IS,8577,0,0,0.0,0.0
663,832,128,196,IS,11713,0,0,0.0,0.0
664,960,128,49,IS,4820,0,0,0.0,0.0
665,960,160,49,IS,4824,0,0,0.0,0.0
666,1152,128,12100,IS,877001,7844791,0,0.02813931574265381,0.0
667,576,128,196,IS,8129,0,0,0.0,0.0
668,147,147,47524,IS,451739,3915778,0,0.028025782318650886,0.0
669,320,1280,49,IS,2408,0,0,0.0,0.0
670,256,128,784,IS,13045,0,0,0.0,0.0
671,1152,128,676,IS,50903,0,0,0.0,0.0
672,832,128,25,IS,2506,0,0,0.0,0.0
673,147,147,50176,IS,476819,4133248,0,0.028018707482993198,0.0
674,1280,320,64,IS,6444,0,0,0.0,0.0
675,2304,256,144,IS,23121,0,0,0.0,0.0
676,27,32,88209,IS,159933,435606,0,0.02286268345003848,0.0
677,832,832,25,IS,3382,0,0,0.0,0.0
678,512,256,784,IS,26041,204911,0,0.01418001689608135,0.0
679,96,128,3136,IS,19892,93100,0,0.015462239583333334,0.0
680,192,16,676,IS,8491,0,0,0.0,0.0
681,1024,256,196,IS,14453,0,0,0.0,0.0
682,1152,32,25,IS,3460,0,0,0.0,0.0
683,352,128,784,IS,17845,0,0,0.0,0.0
684,576,128,12100,IS,440393,3920503,0,0.02812573892332415,0.0
685,256,128,196,IS,3649,0,0,0.0,0.0
686,128,128,3136,IS,26196,124460,0,0.0155029296875,0.0
687,800,64,64,IS,4012,0,0,0.0,0.0
688,928,1024,49,IS,6632,0,0,0.0,0.0
689,2048,1,1,IS,4097,0,0,0.0,0.0
690,2304,256,2916,IS,425583,3793041,0,0.015682490819330132,0.0
691,24,116,3136,IS,5512,18032,0,0.014973958333333334,0.0
692,864,96,1089,IS,60756,0,0,0.0,0.0
693,4608,512,676,IS,208091,3367717,0,0.015898915829429653,0.0
694,384,96,196,IS,5428,0,0,0.0,0.0
695,288,288,21025,IS,392158,7182530,0,0.029654387964063944,0.0
696,4096,1,1,IS,8193,0,0,0.0,0.0
697,1120,192,187,IS,14644,0,0,0.0,0.0
698,576,96,1089,IS,40596,0,0,0.0,0.0
699,896,128,49,IS,4500,0,0,0.0,0.0
700,1280,192,64,IS,6428,0,0,0.0,0.0
701,1296,288,100,IS,10438,0,0,0.0,0.0
702,192,192,676,IS,8749,0,0,0.0,0.0
703,352,128,196,IS,4993,0,0,0.0,0.0
704,544,128,196,IS,7681,0,0,0.0,0.0
705,528,32,144,IS,5298,0,0,0.0,0.0
706,512,128,784,IS,25845,0,0,0.0,0.0
707,960,320,49,IS,4844,0,0,0.0,0.0
708,232,232,784,IS,11992,0,0,0.0,0.0
709,448,128,196,IS,6337,0,0,0.0,0.0
710,512,64,144,IS,5147,0,0,0.0,0.0
711,1024,2048,196,IS,19303,891033,0,0.01656543965242347,0.0
712,1152,32,144,IS,11538,0,0,0.0,0.0
713,32,192,784,IS,1943,0,0,0.0,0.0
