DPU,CNNModel,reduction_network,dataflow,cluster_count,psum_access_energy,input_actuation_energy,weight_actuation_energy,input_access_energy,weight_access_energy,output_access_energy,psum_reduction_energy,dac_energy,adc_energy,total_energy
MAW5,ShuffleNet_V2,S_Tree,WS,21,0.7447178136235866,4.956991999986352e-11,0.00010371350000002907,0.029573628617125224,0.012533736542332077,0.044171712878503536,0.17097886872046747,0.00013046389942475076,0.001160988736340813,1.0033709265673505
HEANA5,GoogLeNet,PCA,WS,39,0.0,7.552959999998228e-12,1.9205999999999416e-05,0.019632383680338754,0.004560652045437822,0.011551108000138267,0.0,5.7436210214999715e-05,2.108686140000002e-05,0.0358418728050828
HEANA5,ResNet50,PCA,WS,39,0.0,1.9118720000018032e-11,4.712949999999184e-05,0.05062345361893315,0.011536722726636084,0.03912470838507487,0.0,0.0001440527643901968,7.27397132e-05,0.10154880672735302
HEANA5,ShuffleNet_V2,PCA,WS,39,0.0,2.154720000002219e-11,6.65829999999934e-05,0.05305834916775111,0.012533736542333213,0.04417171287850352,0.0,0.00016266944758519292,8.486111699999992e-05,0.11007791217472024
AMW10,GoogLeNet,S_Tree,WS,12,0.4414899303381185,2.763727999990784e-11,5.4174999999989926e-05,0.009952237891383017,0.004560652045437837,0.011551108000138269,0.06471150662462893,4.617434605493046e-05,0.0009159867647819895,0.5332817710381808
AMW10,ResNet50,S_Tree,WS,12,1.200163913375174,6.731936000034686e-11,0.0001236565000000482,0.028614074424396257,0.011536722726633631,0.039124708385074834,0.21999642688286983,0.00011532787047098505,0.002415275273964112,1.502090105505903
AMW10,ShuffleNet_V2,S_Tree,WS,12,1.2718459966051272,7.521312000044008e-11,0.0001810050000001033,0.02957362861712575,0.01253373654233162,0.044171712878503536,0.25431120100907195,0.00013046389942591798,0.0026345322890047357,1.615382276915804
MAW10,GoogLeNet,S_Tree,WS,15,0.3542174583325748,1.7448639999993275e-11,4.342799999999284e-05,0.009952237891385985,0.004560652045437802,0.011551108000138269,0.054669024913933474,4.6174346054918325e-05,0.0007343052678612903,0.43577438881483516
MAW10,ResNet50,S_Tree,WS,15,0.9635372278840566,4.270576000005618e-11,9.910450000002464e-05,0.028614074424435303,0.01153672272663565,0.03912470838507485,0.1859617313091671,0.00011532787047048381,0.0019378855468103365,1.230926782689356
MAW10,ShuffleNet_V2,S_Tree,WS,15,1.0215739375605917,4.741440000011179e-11,0.00014506800000006878,0.029573628617155002,0.012533736542333782,0.04417171287850355,0.2153726255109989,0.0001304638994253847,0.002115659044354367,1.3256168321007769
HEANA10,GoogLeNet,PCA,WS,28,0.0,5.956480000002847e-12,2.4194499999998062e-05,0.012234420816959014,0.004560652045437803,0.011551108000138269,0.0,4.874944621502409e-05,2.779631730000002e-05,0.028446921132006586
HEANA10,ResNet50,PCA,WS,28,0.0,1.487216000001488e-11,5.678749999998922e-05,0.0355117856008093,0.011536722726636398,0.03912470838507482,0.0,0.00012451070438981434,9.588416740000002e-05,0.08645039909918248
HEANA10,ShuffleNet_V2,PCA,WS,28,0.0,1.6354080000002453e-11,8.15705000000078e-05,0.03718110118158541,0.01253373654233315,0.04417171287850353,0.0,0.0001404478363048781,0.00011186238150000012,0.09422043133658105
