,Reduction_Network,AMM-RIS-1,AMM-RIS-2,AMM-RIS-4,AMM-RIS-8,AMM-RIS-16,AMM-RIS-32,AMM-RWS-1,AMM-RWS-2,AMM-RWS-4,AMM-RWS-8,AMM-RWS-16,AMM-RWS-32,AMM-ROS-1,AMM-ROS-2,AMM-ROS-4,AMM-ROS-8,AMM-ROS-16,AMM-ROS-32,AMM-WS-32,AMM-OS-32,AMM-IS-32
0,S_Tree,1.2719609677362207,0.6683487505651176,0.3658951424350894,0.2378579185030062,0.1858955738743252,0.2006498780878746,3.2676664712255468,1.7062420309726554,0.9257413100472632,0.5581080588759746,0.4035109660180891,0.4439955418265661,1.5944026298566527,0.8420285016955845,0.4661047095762367,0.3014204872516279,0.236723900243511,0.2543968779899199,0.4045863541635151,0.2912452024637099,0.2417055552238423
1,PCA,1.2584093521350184,0.6541454828913195,0.34999716634953,0.2137820432319548,0.1452170675536999,0.1163480229169577,3.196290861884282,1.634245378382266,0.8521213973916125,0.4670885406024843,0.2771068124659945,0.1832371286849335,1.5716529334980367,0.8192535639183451,0.4414734388597653,0.2676188877573561,0.1834455957167132,0.1448752582684464,0.1076306874541916,0.1422255018300972,0.1163480225005277
2,ST_Tree_Ac,1.2585086025241077,0.6680833412453587,0.3657540238722589,0.2377705728790203,0.1858417204090856,0.2006140723837667,3.196386463324695,1.7059819940782577,0.9256016528040628,0.558020687493954,0.4034566339130749,0.4439592039159096,1.5721129560743128,0.8194965816517238,0.4416044260595805,0.2677041446580241,0.1835027456516572,0.1449173437561105,0.3696869773071605,0.2563458256073556,0.2068061783674873
3,STIFT,1.2585086025241077,0.6680833412453587,0.3657540238722589,0.2377705728790203,0.1858417204090856,0.2006140723837667,3.196386463324695,1.7059819940782577,0.9256016528040628,0.558020687493954,0.4034566339130749,0.4439592039159096,1.5721129560743128,0.8194965816517238,0.4416044260595805,0.2677041446580241,0.1835027456516572,0.1449173437561105,0.3696869773071605,0.2563458256073556,0.2068061783674873
